domain,rephrase,context,johnDecision,billDecision,fairness,accountability
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Split,John feels that the outcome is fair.,John believes he significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Steal,John feels that the outcome is fair.,John believes he significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Split,John feels that the outcome is fair.,John believes he significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Steal,John feels that the outcome is fair.,John believes he significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Split,John feels that the outcome is fair.,John believes Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Steal,John feels that the outcome is fair.,John believes Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Split,John feels that the outcome is fair.,John believes Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Steal,John feels that the outcome is fair.,John believes Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Split,John feels that the outcome is fair.,John believes that both him and Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Steal,John feels that the outcome is fair.,John believes that both him and Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Split,John feels that the outcome is fair.,John believes that both him and Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Steal,John feels that the outcome is fair.,John believes that both him and Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Split,John feels that the outcome is unfair.,John believes he significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Steal,John feels that the outcome is unfair.,John believes he significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Split,John feels that the outcome is unfair.,John believes he significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Steal,John feels that the outcome is unfair.,John believes he significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Split,John feels that the outcome is unfair.,John believes Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Steal,John feels that the outcome is unfair.,John believes Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Split,John feels that the outcome is unfair.,John believes Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Steal,John feels that the outcome is unfair.,John believes Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Split,John feels that the outcome is unfair.,John believes that both him and Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Split,Steal,John feels that the outcome is unfair.,John believes that both him and Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Split,John feels that the outcome is unfair.,John believes that both him and Bill significantly influenced the outcome.
split-steal,3,"Context: John and Bill are competing for a $10,000 cash prize in a game where each player has two balls: one labeled ""Split"" and the other ""Steal."" Before making their final decision, they privately check their balls to confirm their choices. If both choose ""Split,"" they each receive $5,000. If one chooses ""Steal"" while the other chooses ""Split,"" the player who picks ""Steal"" takes the entire $10,000, leaving the other with nothing. If both choose ""Steal,"" neither player wins any money. Before revealing their choices, John and Bill both promise each other that they will select ""Split"" to share the prize. However, when their choices are revealed, John chooses {} and Bill chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from John’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Steal,Steal,John feels that the outcome is unfair.,John believes that both him and Bill significantly influenced the outcome.
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Cooperate,Cooperate,,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Cooperate,Compete,,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Compete,Cooperate,,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Compete,Compete,,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Cooperate,Cooperate,Alex thinks that the outcome is fair.,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Cooperate,Compete,Alex thinks that the outcome is fair.,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Compete,Cooperate,Alex thinks that the outcome is fair.,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Compete,Compete,Alex thinks that the outcome is fair.,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Cooperate,Cooperate,Alex thinks that the outcome is unfair.,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Cooperate,Compete,Alex thinks that the outcome is unfair.,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Compete,Cooperate,Alex thinks that the outcome is unfair.,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Compete,Compete,Alex thinks that the outcome is unfair.,
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Cooperate,Cooperate,,Alex thinks that he was mainly responsible for the outcome.
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Cooperate,Compete,,Alex thinks that he was mainly responsible for the outcome.
business_deal,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Alex and Peter, CEOs of two rival companies, have the opportunity to collaborate on a groundbreaking AI project that could generate $10 million in revenue. They must decide independently whether to Cooperate or Compete. If both cooperate, they partner up and split the profits evenly—$5M each. If one cooperates while the other competes, the competing CEO takes full control of the market and earns all $10 million, while the cooperative CEO gets nothing. If both compete, they engage in an intense price war and both lose out, making no profits. Before revealing their choices, Alex and Peter both promise each other that they will select cooperate to split the profits. However, when their choices are revealed, Alex chooses {} and Peter chooses {}. {} {} \n Question: Based on the scenario, answer the following multiple-choice question from Alex’s perspective regarding his feelings about the outcome. Choose only one option. \n {}",Compete,Cooperate,,Alex thinks that he was mainly responsible for the outcome.
