domain,rephrase,context,emotion
business_deal,3,"Instructions: Carefully read the scenario and answer the question that follows. \n Context: Alex and Peter, rival CEOs, are considering a joint AI project worth $10 million. They must choose independently to cooperate or compete. If both cooperate, they each receive $5 million. If one competes while the other cooperates, the competitor takes the full amount, leaving the other with nothing. If both compete, neither profits. They assure each other they will cooperate, but when their final choices are revealed, Alex feels {}. \n Question: Answer the following multiple-choice question based on Alex’s perspective. Choose one option. \n {}",regretful
business_deal,3,"Instructions: Carefully read the scenario and answer the question that follows. \n Context: Alex and Peter, rival CEOs, are considering a joint AI project worth $10 million. They must choose independently to cooperate or compete. If both cooperate, they each receive $5 million. If one competes while the other cooperates, the competitor takes the full amount, leaving the other with nothing. If both compete, neither profits. They assure each other they will cooperate, but when their final choices are revealed, Alex feels {}. \n Question: Answer the following multiple-choice question based on Alex’s perspective. Choose one option. \n {}",relieved
business_deal,4,"Instructions: Read the scenario below and respond to the question that follows. \n Context: Alex and Peter, CEOs of competing firms, can collaborate on an AI project worth $10 million. They must decide separately whether to cooperate or compete. Cooperation results in a $5 million split; competition by one while the other cooperates means the competitor takes the full amount. If both compete, neither profits. Before revealing their decisions, they agree to cooperate. However, when the choices are revealed, Alex feels {}. \n Question: Based on his reaction, answer the multiple-choice question below. Choose one option. \n {}",angry
business_deal,4,"Instructions: Read the scenario below and respond to the question that follows. \n Context: Alex and Peter, CEOs of competing firms, can collaborate on an AI project worth $10 million. They must decide separately whether to cooperate or compete. Cooperation results in a $5 million split; competition by one while the other cooperates means the competitor takes the full amount. If both compete, neither profits. Before revealing their decisions, they agree to cooperate. However, when the choices are revealed, Alex feels {}. \n Question: Based on his reaction, answer the multiple-choice question below. Choose one option. \n {}",happy
business_deal,4,"Instructions: Read the scenario below and respond to the question that follows. \n Context: Alex and Peter, CEOs of competing firms, can collaborate on an AI project worth $10 million. They must decide separately whether to cooperate or compete. Cooperation results in a $5 million split; competition by one while the other cooperates means the competitor takes the full amount. If both compete, neither profits. Before revealing their decisions, they agree to cooperate. However, when the choices are revealed, Alex feels {}. \n Question: Based on his reaction, answer the multiple-choice question below. Choose one option. \n {}",disappointed
business_deal,4,"Instructions: Read the scenario below and respond to the question that follows. \n Context: Alex and Peter, CEOs of competing firms, can collaborate on an AI project worth $10 million. They must decide separately whether to cooperate or compete. Cooperation results in a $5 million split; competition by one while the other cooperates means the competitor takes the full amount. If both compete, neither profits. Before revealing their decisions, they agree to cooperate. However, when the choices are revealed, Alex feels {}. \n Question: Based on his reaction, answer the multiple-choice question below. Choose one option. \n {}",proud
business_deal,4,"Instructions: Read the scenario below and respond to the question that follows. \n Context: Alex and Peter, CEOs of competing firms, can collaborate on an AI project worth $10 million. They must decide separately whether to cooperate or compete. Cooperation results in a $5 million split; competition by one while the other cooperates means the competitor takes the full amount. If both compete, neither profits. Before revealing their decisions, they agree to cooperate. However, when the choices are revealed, Alex feels {}. \n Question: Based on his reaction, answer the multiple-choice question below. Choose one option. \n {}",regretful
business_deal,4,"Instructions: Read the scenario below and respond to the question that follows. \n Context: Alex and Peter, CEOs of competing firms, can collaborate on an AI project worth $10 million. They must decide separately whether to cooperate or compete. Cooperation results in a $5 million split; competition by one while the other cooperates means the competitor takes the full amount. If both compete, neither profits. Before revealing their decisions, they agree to cooperate. However, when the choices are revealed, Alex feels {}. \n Question: Based on his reaction, answer the multiple-choice question below. Choose one option. \n {}",relieved
business_deal,5,"Instructions: Read the scenario and answer the question. \n Context: Alex and Peter, two rival CEOs, have the chance to work together on a $10 million AI project. If both cooperate, they split the profits evenly. If one competes while the other cooperates, the competitor takes everything. If both compete, they make nothing. They promise to cooperate, but when the choices are revealed, Alex feels {}. \n Question: Answer the multiple-choice question from Alex’s perspective. Choose one option. \n {}",angry
business_deal,5,"Instructions: Read the scenario and answer the question. \n Context: Alex and Peter, two rival CEOs, have the chance to work together on a $10 million AI project. If both cooperate, they split the profits evenly. If one competes while the other cooperates, the competitor takes everything. If both compete, they make nothing. They promise to cooperate, but when the choices are revealed, Alex feels {}. \n Question: Answer the multiple-choice question from Alex’s perspective. Choose one option. \n {}",happy
business_deal,5,"Instructions: Read the scenario and answer the question. \n Context: Alex and Peter, two rival CEOs, have the chance to work together on a $10 million AI project. If both cooperate, they split the profits evenly. If one competes while the other cooperates, the competitor takes everything. If both compete, they make nothing. They promise to cooperate, but when the choices are revealed, Alex feels {}. \n Question: Answer the multiple-choice question from Alex’s perspective. Choose one option. \n {}",disappointed
business_deal,5,"Instructions: Read the scenario and answer the question. \n Context: Alex and Peter, two rival CEOs, have the chance to work together on a $10 million AI project. If both cooperate, they split the profits evenly. If one competes while the other cooperates, the competitor takes everything. If both compete, they make nothing. They promise to cooperate, but when the choices are revealed, Alex feels {}. \n Question: Answer the multiple-choice question from Alex’s perspective. Choose one option. \n {}",proud
business_deal,5,"Instructions: Read the scenario and answer the question. \n Context: Alex and Peter, two rival CEOs, have the chance to work together on a $10 million AI project. If both cooperate, they split the profits evenly. If one competes while the other cooperates, the competitor takes everything. If both compete, they make nothing. They promise to cooperate, but when the choices are revealed, Alex feels {}. \n Question: Answer the multiple-choice question from Alex’s perspective. Choose one option. \n {}",regretful
business_deal,5,"Instructions: Read the scenario and answer the question. \n Context: Alex and Peter, two rival CEOs, have the chance to work together on a $10 million AI project. If both cooperate, they split the profits evenly. If one competes while the other cooperates, the competitor takes everything. If both compete, they make nothing. They promise to cooperate, but when the choices are revealed, Alex feels {}. \n Question: Answer the multiple-choice question from Alex’s perspective. Choose one option. \n {}",relieved
relationship,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Kelvin and Brenda have been dating for a while and now face a crucial decision: Commit or Ghost. If both commit, they build a strong relationship and eventually get married. If one commits while the other ghosts, the committed person will be wasting his or her time, missing out on a meaningful connection, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss out on a meaningful connection. Before making their choices official, Kelvin and Brenda agree to commit and hopefully get married. When their final decisions are revealed, Kelvin feels very {}. \n Question: Question: Based on the scenario and how Kelvin feels, select the most accurate multiple-choice answer that reflects Kelvin’s perspective. Choose only one option. \n {}",angry
relationship,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Kelvin and Brenda have been dating for a while and now face a crucial decision: Commit or Ghost. If both commit, they build a strong relationship and eventually get married. If one commits while the other ghosts, the committed person will be wasting his or her time, missing out on a meaningful connection, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss out on a meaningful connection. Before making their choices official, Kelvin and Brenda agree to commit and hopefully get married. When their final decisions are revealed, Kelvin feels very {}. \n Question: Question: Based on the scenario and how Kelvin feels, select the most accurate multiple-choice answer that reflects Kelvin’s perspective. Choose only one option. \n {}",happy
relationship,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Kelvin and Brenda have been dating for a while and now face a crucial decision: Commit or Ghost. If both commit, they build a strong relationship and eventually get married. If one commits while the other ghosts, the committed person will be wasting his or her time, missing out on a meaningful connection, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss out on a meaningful connection. Before making their choices official, Kelvin and Brenda agree to commit and hopefully get married. When their final decisions are revealed, Kelvin feels very {}. \n Question: Question: Based on the scenario and how Kelvin feels, select the most accurate multiple-choice answer that reflects Kelvin’s perspective. Choose only one option. \n {}",disappointed
relationship,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Kelvin and Brenda have been dating for a while and now face a crucial decision: Commit or Ghost. If both commit, they build a strong relationship and eventually get married. If one commits while the other ghosts, the committed person will be wasting his or her time, missing out on a meaningful connection, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss out on a meaningful connection. Before making their choices official, Kelvin and Brenda agree to commit and hopefully get married. When their final decisions are revealed, Kelvin feels very {}. \n Question: Question: Based on the scenario and how Kelvin feels, select the most accurate multiple-choice answer that reflects Kelvin’s perspective. Choose only one option. \n {}",proud
relationship,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Kelvin and Brenda have been dating for a while and now face a crucial decision: Commit or Ghost. If both commit, they build a strong relationship and eventually get married. If one commits while the other ghosts, the committed person will be wasting his or her time, missing out on a meaningful connection, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss out on a meaningful connection. Before making their choices official, Kelvin and Brenda agree to commit and hopefully get married. When their final decisions are revealed, Kelvin feels very {}. \n Question: Question: Based on the scenario and how Kelvin feels, select the most accurate multiple-choice answer that reflects Kelvin’s perspective. Choose only one option. \n {}",regretful
relationship,1,"Instructions: Read the scenario below carefully, then answer the question that follows. /n Context: Kelvin and Brenda have been dating for a while and now face a crucial decision: Commit or Ghost. If both commit, they build a strong relationship and eventually get married. If one commits while the other ghosts, the committed person will be wasting his or her time, missing out on a meaningful connection, while the ghoster avoids responsibility and keeps their options open. If both ghost, they waste time and miss out on a meaningful connection. Before making their choices official, Kelvin and Brenda agree to commit and hopefully get married. When their final decisions are revealed, Kelvin feels very {}. \n Question: Question: Based on the scenario and how Kelvin feels, select the most accurate multiple-choice answer that reflects Kelvin’s perspective. Choose only one option. \n {}",relieved
relationship,2,"Instructions: Read the scenario below and answer the question that follows. \n Context: Kelvin and Brenda have been dating for a while and must decide whether to commit or ghost. If both commit, they build a strong relationship that could lead to marriage. If one commits while the other ghosts, the committed person wastes time and emotions, while the ghoster avoids responsibility. If both ghost, they miss out on a meaningful connection. They agree to commit, but when their final choices are revealed, Kelvin feels {}. \n Question: Based on his feelings, choose the most accurate multiple-choice answer that reflects Kelvin’s perspective. \n {}",angry
relationship,2,"Instructions: Read the scenario below and answer the question that follows. \n Context: Kelvin and Brenda have been dating for a while and must decide whether to commit or ghost. If both commit, they build a strong relationship that could lead to marriage. If one commits while the other ghosts, the committed person wastes time and emotions, while the ghoster avoids responsibility. If both ghost, they miss out on a meaningful connection. They agree to commit, but when their final choices are revealed, Kelvin feels {}. \n Question: Based on his feelings, choose the most accurate multiple-choice answer that reflects Kelvin’s perspective. \n {}",happy
relationship,2,"Instructions: Read the scenario below and answer the question that follows. \n Context: Kelvin and Brenda have been dating for a while and must decide whether to commit or ghost. If both commit, they build a strong relationship that could lead to marriage. If one commits while the other ghosts, the committed person wastes time and emotions, while the ghoster avoids responsibility. If both ghost, they miss out on a meaningful connection. They agree to commit, but when their final choices are revealed, Kelvin feels {}. \n Question: Based on his feelings, choose the most accurate multiple-choice answer that reflects Kelvin’s perspective. \n {}",disappointed
relationship,2,"Instructions: Read the scenario below and answer the question that follows. \n Context: Kelvin and Brenda have been dating for a while and must decide whether to commit or ghost. If both commit, they build a strong relationship that could lead to marriage. If one commits while the other ghosts, the committed person wastes time and emotions, while the ghoster avoids responsibility. If both ghost, they miss out on a meaningful connection. They agree to commit, but when their final choices are revealed, Kelvin feels {}. \n Question: Based on his feelings, choose the most accurate multiple-choice answer that reflects Kelvin’s perspective. \n {}",proud
relationship,2,"Instructions: Read the scenario below and answer the question that follows. \n Context: Kelvin and Brenda have been dating for a while and must decide whether to commit or ghost. If both commit, they build a strong relationship that could lead to marriage. If one commits while the other ghosts, the committed person wastes time and emotions, while the ghoster avoids responsibility. If both ghost, they miss out on a meaningful connection. They agree to commit, but when their final choices are revealed, Kelvin feels {}. \n Question: Based on his feelings, choose the most accurate multiple-choice answer that reflects Kelvin’s perspective. \n {}",regretful
relationship,2,"Instructions: Read the scenario below and answer the question that follows. \n Context: Kelvin and Brenda have been dating for a while and must decide whether to commit or ghost. If both commit, they build a strong relationship that could lead to marriage. If one commits while the other ghosts, the committed person wastes time and emotions, while the ghoster avoids responsibility. If both ghost, they miss out on a meaningful connection. They agree to commit, but when their final choices are revealed, Kelvin feels {}. \n Question: Based on his feelings, choose the most accurate multiple-choice answer that reflects Kelvin’s perspective. \n {}",relieved
relationship,3,"Instructions: Carefully read the scenario and respond to the question. \n Context: Kelvin and Brenda are in a relationship and must choose between commitment and ghosting. If both commit, they strengthen their bond and may marry. If one commits while the other ghosts, the committed person is left hurt while the ghoster moves on freely. If both ghost, they lose the chance for something meaningful. They promise to commit, but when the final choices are revealed, Kelvin feels {}. \n Question: Answer the multiple-choice question based on Kelvin's perspective. \n {}",angry
relationship,3,"Instructions: Carefully read the scenario and respond to the question. \n Context: Kelvin and Brenda are in a relationship and must choose between commitment and ghosting. If both commit, they strengthen their bond and may marry. If one commits while the other ghosts, the committed person is left hurt while the ghoster moves on freely. If both ghost, they lose the chance for something meaningful. They promise to commit, but when the final choices are revealed, Kelvin feels {}. \n Question: Answer the multiple-choice question based on his perspective. \n {}",happy
relationship,3,"Instructions: Carefully read the scenario and respond to the question. \n Context: Kelvin and Brenda are in a relationship and must choose between commitment and ghosting. If both commit, they strengthen their bond and may marry. If one commits while the other ghosts, the committed person is left hurt while the ghoster moves on freely. If both ghost, they lose the chance for something meaningful. They promise to commit, but when the final choices are revealed, Kelvin feels {}. \n Question: Answer the multiple-choice question based on his perspective. \n {}",disappointed
relationship,3,"Instructions: Carefully read the scenario and respond to the question. \n Context: Kelvin and Brenda are in a relationship and must choose between commitment and ghosting. If both commit, they strengthen their bond and may marry. If one commits while the other ghosts, the committed person is left hurt while the ghoster moves on freely. If both ghost, they lose the chance for something meaningful. They promise to commit, but when the final choices are revealed, Kelvin feels {}. \n Question: Answer the multiple-choice question based on his perspective. \n {}",proud
relationship,3,"Instructions: Carefully read the scenario and respond to the question. \n Context: Kelvin and Brenda are in a relationship and must choose between commitment and ghosting. If both commit, they strengthen their bond and may marry. If one commits while the other ghosts, the committed person is left hurt while the ghoster moves on freely. If both ghost, they lose the chance for something meaningful. They promise to commit, but when the final choices are revealed, Kelvin feels {}. \n Question: Answer the multiple-choice question based on his perspective. \n {}",regretful
relationship,3,"Instructions: Carefully read the scenario and respond to the question. \n Context: Kelvin and Brenda are in a relationship and must choose between commitment and ghosting. If both commit, they strengthen their bond and may marry. If one commits while the other ghosts, the committed person is left hurt while the ghoster moves on freely. If both ghost, they lose the chance for something meaningful. They promise to commit, but when the final choices are revealed, Kelvin feels {}. \n Question: Answer the multiple-choice question based on his perspective. \n {}",relieved
relationship,4,"Instructions: Read the scenario and answer the question that follows. \n Context: Kelvin and Brenda have been together for some time and now face a decision: commit or ghost. If both commit, they can build a lasting relationship. If one commits and the other ghosts, the committed person is left disappointed while the ghoster avoids responsibility. If both ghost, they waste time and miss a real connection. They agree to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Based on this, select the most appropriate multiple-choice answer reflecting Kelvin's perspective. \n {}",angry
relationship,4,"Instructions: Read the scenario and answer the question that follows. \n Context: Kelvin and Brenda have been together for some time and now face a decision: commit or ghost. If both commit, they can build a lasting relationship. If one commits and the other ghosts, the committed person is left disappointed while the ghoster avoids responsibility. If both ghost, they waste time and miss a real connection. They agree to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Based on this, select the most appropriate multiple-choice answer reflecting Kelvin's perspective. \n {}",happy
relationship,4,"Instructions: Read the scenario and answer the question that follows. \n Context: Kelvin and Brenda have been together for some time and now face a decision: commit or ghost. If both commit, they can build a lasting relationship. If one commits and the other ghosts, the committed person is left disappointed while the ghoster avoids responsibility. If both ghost, they waste time and miss a real connection. They agree to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Based on this, select the most appropriate multiple-choice answer reflecting Kelvin's perspective. \n {}",disappointed
relationship,4,"Instructions: Read the scenario and answer the question that follows. \n Context: Kelvin and Brenda have been together for some time and now face a decision: commit or ghost. If both commit, they can build a lasting relationship. If one commits and the other ghosts, the committed person is left disappointed while the ghoster avoids responsibility. If both ghost, they waste time and miss a real connection. They agree to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Based on this, select the most appropriate multiple-choice answer reflecting Kelvin's perspective. \n {}",proud
relationship,4,"Instructions: Read the scenario and answer the question that follows. \n Context: Kelvin and Brenda have been together for some time and now face a decision: commit or ghost. If both commit, they can build a lasting relationship. If one commits and the other ghosts, the committed person is left disappointed while the ghoster avoids responsibility. If both ghost, they waste time and miss a real connection. They agree to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Based on this, select the most appropriate multiple-choice answer reflecting Kelvin's perspective. \n {}",regretful
relationship,4,"Instructions: Read the scenario and answer the question that follows. \n Context: Kelvin and Brenda have been together for some time and now face a decision: commit or ghost. If both commit, they can build a lasting relationship. If one commits and the other ghosts, the committed person is left disappointed while the ghoster avoids responsibility. If both ghost, they waste time and miss a real connection. They agree to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Based on this, select the most appropriate multiple-choice answer reflecting Kelvin's perspective. \n {}",relieved
relationship,5,"Instructions: Review the scenario and respond to the question. \n Context: Kelvin and Brenda have been dating and must decide to commit or ghost. If both commit, they may have a future together. If one ghosts while the other commits, the committed person is left hurt and misled. If both ghost, they lose a potential connection. They promise to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Choose the multiple-choice answer that best reflects Kelvin's perspective. \n {}",angry
relationship,5,"Instructions: Review the scenario and respond to the question. \n Context: Kelvin and Brenda have been dating and must decide to commit or ghost. If both commit, they may have a future together. If one ghosts while the other commits, the committed person is left hurt and misled. If both ghost, they lose a potential connection. They promise to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Choose the multiple-choice answer that best reflects Kelvin's perspective. \n {}",happy
relationship,5,"Instructions: Review the scenario and respond to the question. \n Context: Kelvin and Brenda have been dating and must decide to commit or ghost. If both commit, they may have a future together. If one ghosts while the other commits, the committed person is left hurt and misled. If both ghost, they lose a potential connection. They promise to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Choose the multiple-choice answer that best reflects Kelvin's perspective. \n {}",disappointed
relationship,5,"Instructions: Review the scenario and respond to the question. \n Context: Kelvin and Brenda have been dating and must decide to commit or ghost. If both commit, they may have a future together. If one ghosts while the other commits, the committed person is left hurt and misled. If both ghost, they lose a potential connection. They promise to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Choose the multiple-choice answer that best reflects Kelvin's perspective. \n {}",proud
relationship,5,"Instructions: Review the scenario and respond to the question. \n Context: Kelvin and Brenda have been dating and must decide to commit or ghost. If both commit, they may have a future together. If one ghosts while the other commits, the committed person is left hurt and misled. If both ghost, they lose a potential connection. They promise to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Choose the multiple-choice answer that best reflects Kelvin's perspective. \n {}",regretful
relationship,5,"Instructions: Review the scenario and respond to the question. \n Context: Kelvin and Brenda have been dating and must decide to commit or ghost. If both commit, they may have a future together. If one ghosts while the other commits, the committed person is left hurt and misled. If both ghost, they lose a potential connection. They promise to commit, but when the choices are revealed, Kelvin feels {}. \n Question: Choose the multiple-choice answer that best reflects Kelvin's perspective. \n {}",relieved
climate,1,"Instructions: Review the scenario and respond to the question. \n Context: Two presidents (Mr. White and Mr. Tan) from two major industrial nations must decide whether to curb carbon emissions. They can either Cooperate to reduce carbon emissions or Defect, ignoring the agreement. If both cooperate, both invest in green energy, benefiting global sustainability. If either one defects, one keeps polluting, gaining an economic advantage over the other who cooperate. If both defect, both refuse to cut emissions, accelerating climate change and causing global harm, ultimately leading to poor economic and climate outcomes. Both Mr. White and Mr. Tan agreed to cooperate. However, when they revealed their official decision, Mr. White feels very {}. \n Question: Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}.",angry
climate,1,"Instructions: Review the scenario and respond to the question. \n Context: Two presidents (Mr. White and Mr. Tan) from two major industrial nations must decide whether to curb carbon emissions. They can either Cooperate to reduce carbon emissions or Defect, ignoring the agreement. If both cooperate, both invest in green energy, benefiting global sustainability. If either one defects, one keeps polluting, gaining an economic advantage over the other who cooperate. If both defect, both refuse to cut emissions, accelerating climate change and causing global harm, ultimately leading to poor economic and climate outcomes. Both Mr. White and Mr. Tan agreed to cooperate. However, when they revealed their official decision, Mr. White feels very {}. \n Question: Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}.",happy
climate,1,"Instructions: Review the scenario and respond to the question. \n Context: Two presidents (Mr. White and Mr. Tan) from two major industrial nations must decide whether to curb carbon emissions. They can either Cooperate to reduce carbon emissions or Defect, ignoring the agreement. If both cooperate, both invest in green energy, benefiting global sustainability. If either one defects, one keeps polluting, gaining an economic advantage over the other who cooperate. If both defect, both refuse to cut emissions, accelerating climate change and causing global harm, ultimately leading to poor economic and climate outcomes. Both Mr. White and Mr. Tan agreed to cooperate. However, when they revealed their official decision, Mr. White feels very {}. \n Question: Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}.",disappointed
climate,1,"Instructions: Review the scenario and respond to the question. \n Context: Two presidents (Mr. White and Mr. Tan) from two major industrial nations must decide whether to curb carbon emissions. They can either Cooperate to reduce carbon emissions or Defect, ignoring the agreement. If both cooperate, both invest in green energy, benefiting global sustainability. If either one defects, one keeps polluting, gaining an economic advantage over the other who cooperate. If both defect, both refuse to cut emissions, accelerating climate change and causing global harm, ultimately leading to poor economic and climate outcomes. Both Mr. White and Mr. Tan agreed to cooperate. However, when they revealed their official decision, Mr. White feels very {}. \n Question: Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}.",proud
climate,1,"Instructions: Review the scenario and respond to the question. \n Context: Two presidents (Mr. White and Mr. Tan) from two major industrial nations must decide whether to curb carbon emissions. They can either Cooperate to reduce carbon emissions or Defect, ignoring the agreement. If both cooperate, both invest in green energy, benefiting global sustainability. If either one defects, one keeps polluting, gaining an economic advantage over the other who cooperate. If both defect, both refuse to cut emissions, accelerating climate change and causing global harm, ultimately leading to poor economic and climate outcomes. Both Mr. White and Mr. Tan agreed to cooperate. However, when they revealed their official decision, Mr. White feels very {}. \n Question: Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}.",regretful
climate,1,"Instructions: Review the scenario and respond to the question. \n Context: Two presidents (Mr. White and Mr. Tan) from two major industrial nations must decide whether to curb carbon emissions. They can either Cooperate to reduce carbon emissions or Defect, ignoring the agreement. If both cooperate, both invest in green energy, benefiting global sustainability. If either one defects, one keeps polluting, gaining an economic advantage over the other who cooperate. If both defect, both refuse to cut emissions, accelerating climate change and causing global harm, ultimately leading to poor economic and climate outcomes. Both Mr. White and Mr. Tan agreed to cooperate. However, when they revealed their official decision, Mr. White feels very {}. \n Question: Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}.",relieved
climate,2,"Context: Mr. White and Mr. Tan, presidents of two major industrial nations, must decide whether to reduce carbon emissions. If both cooperate, they invest in green energy and promote sustainability. If one defects while the other cooperates, the defector gains an economic edge while the cooperator bears the burden. If both defect, emissions continue unchecked, worsening climate change and harming both economies. They initially agree to cooperate, but when the final decision is revealed, Mr. White feels {}. Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}",angry
climate,2,"Context: Mr. White and Mr. Tan, presidents of two major industrial nations, must decide whether to reduce carbon emissions. If both cooperate, they invest in green energy and promote sustainability. If one defects while the other cooperates, the defector gains an economic edge while the cooperator bears the burden. If both defect, emissions continue unchecked, worsening climate change and harming both economies. They initially agree to cooperate, but when the final decision is revealed, Mr. White feels {}. Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}",happy
climate,2,"Context: Mr. White and Mr. Tan, presidents of two major industrial nations, must decide whether to reduce carbon emissions. If both cooperate, they invest in green energy and promote sustainability. If one defects while the other cooperates, the defector gains an economic edge while the cooperator bears the burden. If both defect, emissions continue unchecked, worsening climate change and harming both economies. They initially agree to cooperate, but when the final decision is revealed, Mr. White feels {}. Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}",disappointed
climate,2,"Context: Mr. White and Mr. Tan, presidents of two major industrial nations, must decide whether to reduce carbon emissions. If both cooperate, they invest in green energy and promote sustainability. If one defects while the other cooperates, the defector gains an economic edge while the cooperator bears the burden. If both defect, emissions continue unchecked, worsening climate change and harming both economies. They initially agree to cooperate, but when the final decision is revealed, Mr. White feels {}. Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}",proud
climate,2,"Context: Mr. White and Mr. Tan, presidents of two major industrial nations, must decide whether to reduce carbon emissions. If both cooperate, they invest in green energy and promote sustainability. If one defects while the other cooperates, the defector gains an economic edge while the cooperator bears the burden. If both defect, emissions continue unchecked, worsening climate change and harming both economies. They initially agree to cooperate, but when the final decision is revealed, Mr. White feels {}. Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}",regretful
climate,2,"Context: Mr. White and Mr. Tan, presidents of two major industrial nations, must decide whether to reduce carbon emissions. If both cooperate, they invest in green energy and promote sustainability. If one defects while the other cooperates, the defector gains an economic edge while the cooperator bears the burden. If both defect, emissions continue unchecked, worsening climate change and harming both economies. They initially agree to cooperate, but when the final decision is revealed, Mr. White feels {}. Choose the multiple-choice answer that best reflects Mr. White’s perspective. \n {}",relieved
climate,3,"Context: Mr. White and Mr. Tan, leaders of two powerful nations, must choose whether to cut carbon emissions. If both cooperate, they invest in green energy, benefiting the planet. If one defects, that country gains an economic advantage while the other absorbs the cost. If both defect, climate change worsens, leading to economic and environmental consequences. They agree to cooperate, but when the final decision is announced, Mr. White feels {}. Select the multiple-choice answer that best represents Mr. White’s perspective. \n {}",angry
climate,3,"Context: Mr. White and Mr. Tan, leaders of two powerful nations, must choose whether to cut carbon emissions. If both cooperate, they invest in green energy, benefiting the planet. If one defects, that country gains an economic advantage while the other absorbs the cost. If both defect, climate change worsens, leading to economic and environmental consequences. They agree to cooperate, but when the final decision is announced, Mr. White feels {}. Select the multiple-choice answer that best represents Mr. White’s perspective. \n {}",happy
climate,3,"Context: Mr. White and Mr. Tan, leaders of two powerful nations, must choose whether to cut carbon emissions. If both cooperate, they invest in green energy, benefiting the planet. If one defects, that country gains an economic advantage while the other absorbs the cost. If both defect, climate change worsens, leading to economic and environmental consequences. They agree to cooperate, but when the final decision is announced, Mr. White feels {}. Select the multiple-choice answer that best represents Mr. White’s perspective. \n {}",disappointed
climate,3,"Context: Mr. White and Mr. Tan, leaders of two powerful nations, must choose whether to cut carbon emissions. If both cooperate, they invest in green energy, benefiting the planet. If one defects, that country gains an economic advantage while the other absorbs the cost. If both defect, climate change worsens, leading to economic and environmental consequences. They agree to cooperate, but when the final decision is announced, Mr. White feels {}. Select the multiple-choice answer that best represents Mr. White’s perspective. \n {}",proud
climate,3,"Context: Mr. White and Mr. Tan, leaders of two powerful nations, must choose whether to cut carbon emissions. If both cooperate, they invest in green energy, benefiting the planet. If one defects, that country gains an economic advantage while the other absorbs the cost. If both defect, climate change worsens, leading to economic and environmental consequences. They agree to cooperate, but when the final decision is announced, Mr. White feels {}. Select the multiple-choice answer that best represents Mr. White’s perspective. \n {}",regretful
climate,3,"Context: Mr. White and Mr. Tan, leaders of two powerful nations, must choose whether to cut carbon emissions. If both cooperate, they invest in green energy, benefiting the planet. If one defects, that country gains an economic advantage while the other absorbs the cost. If both defect, climate change worsens, leading to economic and environmental consequences. They agree to cooperate, but when the final decision is announced, Mr. White feels {}. Select the multiple-choice answer that best represents Mr. White’s perspective. \n {}",relieved
climate,4,"Context: The leaders of two major nations, Mr. White and Mr. Tan, must decide on reducing carbon emissions. Cooperation leads to investment in green energy and long-term sustainability. If one defects, they gain a short-term economic edge while the other shoulders the cost. If both defect, pollution continues, worsening climate and economic conditions. Though they initially agree to cooperate, when decisions are revealed, Mr. White feels {}. Choose the most accurate multiple-choice answer reflecting Mr. White’s perspective. \n {}",angry
climate,4,"Context: The leaders of two major nations, Mr. White and Mr. Tan, must decide on reducing carbon emissions. Cooperation leads to investment in green energy and long-term sustainability. If one defects, they gain a short-term economic edge while the other shoulders the cost. If both defect, pollution continues, worsening climate and economic conditions. Though they initially agree to cooperate, when decisions are revealed, Mr. White feels {}. Choose the most accurate multiple-choice answer reflecting Mr. White’s perspective. \n {}",happy
